id,capaNo,productName,issueType,severity,rootCause,department,productionLine,lotNo,claimSource,assignee,dueDate,status,createdAt,completedAt
870,CAPA-2026-0647,클렌징폼 B,고객불만,중,기타,생산1팀,A라인,LOT-20260629-259,자체검사,이수민,2026-07-21,analysis,2026-06-29,
871,CAPA-2026-0648,쿠션 B,표시오류,상,기타,생산1팀,C라인,LOT-20260629-177,고객사,정하늘,2026-07-20,analysis,2026-06-29,
872,CAPA-2026-0649,쿠션 B,공정이탈,하,기타,품질보증팀,D라인,LOT-20260629-475,자체검사,박서준,2026-07-14,received,2026-06-29,
873,CAPA-2026-0650,세럼 A,포장불량,하,작업자실수,구매팀,B라인,LOT-20260629-839,고객사,윤서아,2026-07-11,analysis,2026-06-29,
874,CAPA-2026-0651,헤어에센스 A,공정이탈,하,협력사,물류팀,C라인,LOT-20260629-290,정부기관,문서현,2026-07-22,received,2026-06-29,
875,CAPA-2026-0652,선스틱 B,고객불만,하,작업자실수,생산2팀,D라인,LOT-20260629-894,고객사,이수민,2026-07-13,analysis,2026-06-29,
876,CAPA-2026-0653,미스트 A,원료불량,중,작업자실수,구매팀,D라인,LOT-20260629-284,자체검사,이수민,2026-07-22,analysis,2026-06-29,
877,CAPA-2026-0654,미스트 B,공정이탈,상,기타,품질보증팀,B라인,LOT-20260630-799,고객사,정하늘,2026-07-18,analysis,2026-06-30,
878,CAPA-2026-0655,아이크림 A,원료불량,중,기타,물류팀,C라인,LOT-20260630-141,고객사,한소율,2026-07-07,analysis,2026-06-30,
879,CAPA-2026-0656,앰플 A,원료불량,중,기타,물류팀,C라인,LOT-20260630-850,자체검사,정하늘,2026-07-21,received,2026-06-30,
880,CAPA-2026-0657,블러셔 B,공정이탈,중,표준서미비,물류팀,A라인,LOT-20260630-721,고객사,강민준,2026-07-22,received,2026-06-30,
881,CAPA-2026-0658,립스틱 B,표시오류,중,작업자실수,생산2팀,C라인,LOT-20260630-243,고객사,임지호,2026-07-22,analysis,2026-06-30,
882,CAPA-2026-0659,블러셔 B,원료불량,중,작업자실수,품질보증팀,C라인,LOT-20260630-080,정부기관,임지호,2026-07-24,analysis,2026-06-30,
883,CAPA-2026-0660,마스크팩 A,고객불만,상,원자재,생산1팀,B라인,LOT-20260630-097,고객사,오도윤,2026-07-20,received,2026-06-30,
884,CAPA-2026-0661,립밤 B,고객불만,중,기타,물류팀,B라인,LOT-20260630-188,내부감사,윤서아,2026-07-24,analysis,2026-06-30,
885,CAPA-2026-0662,아이크림 B,공정이탈,중,원자재,물류팀,B라인,LOT-20260630-029,고객사,김지현,2026-07-21,analysis,2026-06-30,
886,CAPA-2026-0663,립밤 A,고객불만,상,작업자실수,물류팀,D라인,LOT-20260630-235,내부감사,문서현,2026-07-11,received,2026-06-30,
887,CAPA-2026-0664,선크림 B,원료불량,중,설비,물류팀,D라인,LOT-20260630-895,자체검사,김지현,2026-07-09,analysis,2026-06-30,
888,CAPA-2026-0665,샴푸 B,포장불량,중,표준서미비,품질보증팀,C라인,LOT-20260630-941,고객사,강민준,2026-07-13,received,2026-06-30,
889,CAPA-2026-0666,수분크림 A,고객불만,하,작업자실수,물류팀,B라인,LOT-20260630-364,자체검사,박서준,2026-07-18,received,2026-06-30,
890,CAPA-2026-0667,아이크림 B,고객불만,하,설비,생산1팀,C라인,LOT-20260630-389,자체검사,조현우,2026-07-20,received,2026-06-30,
891,CAPA-2026-0668,립스틱 A,기타,하,기타,생산1팀,A라인,LOT-20260701-679,자체검사,문서현,2026-07-20,received,2026-07-01,
892,CAPA-2026-0669,핸드크림 B,원료불량,중,작업자실수,구매팀,D라인,LOT-20260701-378,고객사,박서준,2026-07-21,received,2026-07-01,
893,CAPA-2026-0670,파운데이션 B,원료불량,중,작업자실수,구매팀,C라인,LOT-20260701-032,고객사,배주안,2026-07-09,analysis,2026-07-01,
894,CAPA-2026-0671,선스틱 A,기타,중,작업자실수,품질보증팀,C라인,LOT-20260701-153,고객사,오도윤,2026-07-08,received,2026-07-01,
895,CAPA-2026-0672,클렌징폼 A,기타,하,작업자실수,생산2팀,D라인,LOT-20260701-382,고객사,오도윤,2026-07-21,received,2026-07-01,
896,CAPA-2026-0673,쿠션 B,표시오류,중,설비,생산1팀,C라인,LOT-20260701-554,고객사,배주안,2026-07-24,received,2026-07-01,
897,CAPA-2026-0674,샴푸 B,원료불량,중,설비,품질보증팀,B라인,LOT-20260701-667,자체검사,임지호,2026-07-16,received,2026-07-01,
898,CAPA-2026-0675,샴푸 A,기타,중,협력사,물류팀,B라인,LOT-20260701-877,고객사,오도윤,2026-07-22,analysis,2026-07-01,
899,CAPA-2026-0676,파운데이션 A,원료불량,중,기타,품질보증팀,C라인,LOT-20260701-517,자체검사,조현우,2026-07-08,analysis,2026-07-01,
900,CAPA-2026-0677,헤어에센스 B,포장불량,중,설비,물류팀,B라인,LOT-20260701-053,내부감사,최유리,2026-07-17,analysis,2026-07-01,
901,CAPA-2026-0678,마스크팩 B,고객불만,상,기타,구매팀,A라인,LOT-20260701-974,내부감사,배주안,2026-07-19,analysis,2026-07-01,
902,CAPA-2026-0679,파운데이션 B,원료불량,중,원자재,구매팀,A라인,LOT-20260701-491,자체검사,한소율,2026-07-08,received,2026-07-01,
903,CAPA-2026-0680,세럼 B,표시오류,중,원자재,구매팀,D라인,LOT-20260701-602,정부기관,조현우,2026-07-08,received,2026-07-01,
904,CAPA-2026-0681,아이섀도 A,포장불량,중,설비,구매팀,B라인,LOT-20260701-632,고객사,문서현,2026-07-21,received,2026-07-01,
905,CAPA-2026-0682,헤어에센스 B,포장불량,중,표준서미비,품질보증팀,C라인,LOT-20260701-086,고객사,배주안,2026-07-23,analysis,2026-07-01,
906,CAPA-2026-0683,선스틱 A,표시오류,상,원자재,품질보증팀,B라인,LOT-20260701-146,고객사,최유리,2026-07-11,received,2026-07-01,
907,CAPA-2026-0684,바디로션 B,기타,중,작업자실수,품질보증팀,C라인,LOT-20260701-893,고객사,배주안,2026-07-16,received,2026-07-01,
908,CAPA-2026-0685,샴푸 B,포장불량,상,표준서미비,물류팀,B라인,LOT-20260701-029,고객사,박서준,2026-07-26,received,2026-07-01,
909,CAPA-2026-0686,마스크팩 A,표시오류,하,설비,생산1팀,A라인,LOT-20260701-224,자체검사,윤서아,2026-07-19,received,2026-07-01,
910,CAPA-2026-0687,마스크팩 A,원료불량,중,원자재,생산2팀,A라인,LOT-20260701-938,자체검사,박서준,2026-07-22,analysis,2026-07-01,
911,CAPA-2026-0688,수분크림 A,공정이탈,하,원자재,생산2팀,D라인,LOT-20260702-304,고객사,배주안,2026-07-28,analysis,2026-07-02,
912,CAPA-2026-0689,파운데이션 A,포장불량,중,협력사,물류팀,D라인,LOT-20260702-706,자체검사,오도윤,2026-07-23,received,2026-07-02,
913,CAPA-2026-0690,바디로션 A,포장불량,중,작업자실수,생산2팀,D라인,LOT-20260702-015,내부감사,문서현,2026-07-13,received,2026-07-02,
914,CAPA-2026-0691,립스틱 A,포장불량,중,협력사,생산2팀,C라인,LOT-20260702-706,자체검사,한소율,2026-07-10,received,2026-07-02,
915,CAPA-2026-0692,핸드크림 A,공정이탈,중,원자재,구매팀,B라인,LOT-20260702-127,고객사,강민준,2026-07-20,received,2026-07-02,
916,CAPA-2026-0693,샴푸 A,표시오류,상,설비,생산2팀,B라인,LOT-20260702-167,고객사,임지호,2026-07-11,analysis,2026-07-02,
917,CAPA-2026-0694,마스크팩 A,원료불량,중,협력사,생산2팀,B라인,LOT-20260702-668,정부기관,한소율,2026-07-30,analysis,2026-07-02,
918,CAPA-2026-0695,쿠션 A,포장불량,중,표준서미비,물류팀,D라인,LOT-20260702-158,자체검사,박서준,2026-07-22,analysis,2026-07-02,
919,CAPA-2026-0696,아이섀도 B,공정이탈,상,표준서미비,물류팀,D라인,LOT-20260702-857,고객사,윤서아,2026-07-21,analysis,2026-07-02,
920,CAPA-2026-0697,수분크림 B,원료불량,중,설비,생산1팀,A라인,LOT-20260702-561,자체검사,윤서아,2026-07-27,analysis,2026-07-02,
921,CAPA-2026-0698,헤어에센스 A,고객불만,중,원자재,생산1팀,D라인,LOT-20260702-589,고객사,임지호,2026-07-23,analysis,2026-07-02,
922,CAPA-2026-0699,앰플 B,표시오류,하,원자재,품질보증팀,D라인,LOT-20260702-139,자체검사,박서준,2026-07-11,analysis,2026-07-02,
923,CAPA-2026-0700,선크림 B,공정이탈,중,작업자실수,생산2팀,D라인,LOT-20260702-918,자체검사,박서준,2026-07-21,received,2026-07-02,
924,CAPA-2026-0701,샴푸 A,표시오류,하,원자재,생산2팀,C라인,LOT-20260702-710,자체검사,윤서아,2026-07-26,received,2026-07-02,
925,CAPA-2026-0702,립밤 A,표시오류,하,원자재,품질보증팀,C라인,LOT-20260702-818,고객사,김지현,2026-07-21,received,2026-07-02,
926,CAPA-2026-0703,블러셔 B,공정이탈,하,작업자실수,생산1팀,D라인,LOT-20260702-269,자체검사,윤서아,2026-07-24,received,2026-07-02,
927,CAPA-2026-0704,마스크팩 A,고객불만,하,기타,생산2팀,A라인,LOT-20260702-565,고객사,김지현,2026-07-22,received,2026-07-02,
928,CAPA-2026-0705,클렌징폼 B,원료불량,중,작업자실수,품질보증팀,B라인,LOT-20260702-276,내부감사,정하늘,2026-07-25,analysis,2026-07-02,
929,CAPA-2026-0706,바디로션 A,공정이탈,상,기타,구매팀,B라인,LOT-20260702-610,자체검사,문서현,2026-07-23,analysis,2026-07-02,
930,CAPA-2026-0707,립스틱 B,원료불량,상,표준서미비,생산2팀,A라인,LOT-20260702-274,고객사,오도윤,2026-07-12,analysis,2026-07-02,
931,CAPA-2026-0708,립밤 A,기타,상,표준서미비,물류팀,D라인,LOT-20260702-186,고객사,박서준,2026-07-20,received,2026-07-02,
932,CAPA-2026-0709,선스틱 A,공정이탈,상,작업자실수,생산1팀,C라인,LOT-20260702-169,자체검사,김지현,2026-07-11,received,2026-07-02,
933,CAPA-2026-0710,블러셔 A,고객불만,중,협력사,생산1팀,B라인,LOT-20260702-383,자체검사,이수민,2026-07-13,analysis,2026-07-02,
934,CAPA-2026-0711,토너 B,표시오류,하,설비,생산1팀,A라인,LOT-20260702-410,정부기관,김지현,2026-07-26,analysis,2026-07-02,
935,CAPA-2026-0712,클렌징폼 A,표시오류,하,원자재,구매팀,D라인,LOT-20260702-928,내부감사,문서현,2026-07-28,analysis,2026-07-02,
936,CAPA-2026-0713,수분크림 B,고객불만,중,작업자실수,생산1팀,A라인,LOT-20260703-174,고객사,오도윤,2026-07-19,received,2026-07-03,
937,CAPA-2026-0714,앰플 A,고객불만,중,설비,물류팀,B라인,LOT-20260703-274,자체검사,강민준,2026-07-27,received,2026-07-03,
938,CAPA-2026-0715,파운데이션 A,표시오류,중,표준서미비,구매팀,C라인,LOT-20260703-065,고객사,박서준,2026-07-20,received,2026-07-03,
939,CAPA-2026-0716,파운데이션 B,공정이탈,중,설비,구매팀,B라인,LOT-20260703-572,자체검사,박서준,2026-07-21,analysis,2026-07-03,
940,CAPA-2026-0717,미스트 A,표시오류,하,설비,품질보증팀,A라인,LOT-20260703-776,내부감사,한소율,2026-07-24,received,2026-07-03,
941,CAPA-2026-0718,립밤 B,포장불량,중,작업자실수,물류팀,D라인,LOT-20260703-574,고객사,최유리,2026-07-26,analysis,2026-07-03,
942,CAPA-2026-0719,아이크림 A,공정이탈,중,설비,물류팀,D라인,LOT-20260703-621,정부기관,배주안,2026-07-26,analysis,2026-07-03,
943,CAPA-2026-0720,클렌징폼 A,기타,하,기타,구매팀,C라인,LOT-20260703-873,고객사,강민준,2026-07-23,received,2026-07-03,
944,CAPA-2026-0721,블러셔 B,원료불량,중,설비,생산2팀,C라인,LOT-20260703-662,내부감사,조현우,2026-07-27,received,2026-07-03,
945,CAPA-2026-0722,쿠션 B,포장불량,하,원자재,물류팀,D라인,LOT-20260703-333,고객사,임지호,2026-07-19,received,2026-07-03,
946,CAPA-2026-0723,바디로션 B,고객불만,중,기타,생산1팀,D라인,LOT-20260703-046,고객사,문서현,2026-07-15,received,2026-07-03,
947,CAPA-2026-0724,핸드크림 A,기타,하,표준서미비,생산2팀,A라인,LOT-20260704-654,자체검사,윤서아,2026-07-26,received,2026-07-04,
948,CAPA-2026-0725,선스틱 A,원료불량,중,설비,구매팀,A라인,LOT-20260704-400,내부감사,문서현,2026-07-11,received,2026-07-04,
949,CAPA-2026-0726,미스트 B,공정이탈,중,원자재,생산2팀,C라인,LOT-20260704-042,고객사,임지호,2026-07-12,analysis,2026-07-04,
950,CAPA-2026-0727,아이크림 A,포장불량,하,설비,생산2팀,A라인,LOT-20260704-035,자체검사,배주안,2026-07-31,analysis,2026-07-04,
951,CAPA-2026-0728,헤어에센스 B,포장불량,중,협력사,생산2팀,A라인,LOT-20260704-292,자체검사,문서현,2026-07-16,received,2026-07-04,
952,CAPA-2026-0729,미스트 B,고객불만,중,기타,생산1팀,B라인,LOT-20260704-858,고객사,문서현,2026-07-28,received,2026-07-04,
953,CAPA-2026-0730,클렌징폼 A,고객불만,중,설비,품질보증팀,A라인,LOT-20260704-004,정부기관,문서현,2026-07-25,analysis,2026-07-04,
954,CAPA-2026-0731,헤어에센스 B,공정이탈,중,표준서미비,물류팀,C라인,LOT-20260704-865,고객사,한소율,2026-07-12,analysis,2026-07-04,
955,CAPA-2026-0732,샴푸 A,공정이탈,상,표준서미비,생산1팀,C라인,LOT-20260704-811,내부감사,윤서아,2026-07-17,analysis,2026-07-04,
956,CAPA-2026-0733,아이섀도 B,포장불량,상,협력사,구매팀,B라인,LOT-20260704-601,자체검사,강민준,2026-07-20,analysis,2026-07-04,
957,CAPA-2026-0734,선스틱 B,포장불량,중,작업자실수,생산1팀,C라인,LOT-20260704-513,내부감사,문서현,2026-07-14,analysis,2026-07-04,
958,CAPA-2026-0735,헤어에센스 A,기타,하,기타,생산1팀,D라인,LOT-20260704-719,고객사,강민준,2026-07-28,received,2026-07-04,
959,CAPA-2026-0736,토너 A,포장불량,하,작업자실수,생산1팀,C라인,LOT-20260704-177,자체검사,신예은,2026-07-21,analysis,2026-07-04,
960,CAPA-2026-0737,선크림 A,표시오류,중,작업자실수,품질보증팀,A라인,LOT-20260704-632,고객사,윤서아,2026-07-24,analysis,2026-07-04,
961,CAPA-2026-0738,샴푸 A,포장불량,중,표준서미비,품질보증팀,B라인,LOT-20260704-529,자체검사,임지호,2026-08-01,analysis,2026-07-04,
962,CAPA-2026-0739,마스크팩 B,포장불량,중,기타,물류팀,C라인,LOT-20260704-382,내부감사,조현우,2026-07-11,received,2026-07-04,
963,CAPA-2026-0740,립스틱 A,기타,중,기타,품질보증팀,B라인,LOT-20260704-537,정부기관,박서준,2026-07-21,received,2026-07-04,
964,CAPA-2026-0741,세럼 B,고객불만,중,설비,생산1팀,A라인,LOT-20260704-947,내부감사,윤서아,2026-07-14,received,2026-07-04,
965,CAPA-2026-0742,선크림 B,원료불량,중,협력사,생산2팀,B라인,LOT-20260704-966,자체검사,임지호,2026-07-26,analysis,2026-07-04,
966,CAPA-2026-0743,선스틱 B,고객불만,중,표준서미비,생산1팀,C라인,LOT-20260705-800,자체검사,한소율,2026-07-27,received,2026-07-05,
967,CAPA-2026-0744,세럼 A,공정이탈,상,작업자실수,생산2팀,C라인,LOT-20260705-780,자체검사,최유리,2026-07-20,received,2026-07-05,
968,CAPA-2026-0745,바디로션 A,공정이탈,하,표준서미비,생산1팀,B라인,LOT-20260705-229,내부감사,이수민,2026-07-12,received,2026-07-05,
969,CAPA-2026-0746,립스틱 A,표시오류,상,설비,생산1팀,C라인,LOT-20260705-897,정부기관,오도윤,2026-07-23,received,2026-07-05,
970,CAPA-2026-0747,핸드크림 B,포장불량,하,작업자실수,구매팀,C라인,LOT-20260705-712,자체검사,윤서아,2026-07-27,received,2026-07-05,
971,CAPA-2026-0748,아이섀도 B,기타,중,기타,생산2팀,D라인,LOT-20260705-691,고객사,강민준,2026-07-27,received,2026-07-05,
972,CAPA-2026-0749,아이섀도 B,고객불만,중,표준서미비,물류팀,D라인,LOT-20260705-200,고객사,강민준,2026-07-16,received,2026-07-05,
973,CAPA-2026-0750,블러셔 A,기타,중,원자재,품질보증팀,C라인,LOT-20260705-377,고객사,임지호,2026-07-27,received,2026-07-05,
974,CAPA-2026-0751,마스크팩 A,표시오류,하,설비,품질보증팀,B라인,LOT-20260705-193,고객사,오도윤,2026-07-18,received,2026-07-05,
975,CAPA-2026-0752,파운데이션 A,포장불량,중,협력사,물류팀,B라인,LOT-20260705-169,고객사,오도윤,2026-07-21,received,2026-07-05,
976,CAPA-2026-0753,마스크팩 B,고객불만,하,표준서미비,생산1팀,A라인,LOT-20260705-780,정부기관,문서현,2026-07-30,received,2026-07-05,
977,CAPA-2026-0754,수분크림 B,표시오류,중,기타,물류팀,C라인,LOT-20260705-266,고객사,강민준,2026-07-21,received,2026-07-05,
978,CAPA-2026-0755,클렌징폼 B,고객불만,중,설비,품질보증팀,A라인,LOT-20260706-198,자체검사,박서준,2026-07-18,received,2026-07-06,
979,CAPA-2026-0756,선스틱 A,공정이탈,중,설비,물류팀,B라인,LOT-20260706-078,자체검사,배주안,2026-07-28,received,2026-07-06,
980,CAPA-2026-0757,클렌징폼 A,기타,하,표준서미비,물류팀,A라인,LOT-20260706-400,자체검사,문서현,2026-07-18,received,2026-07-06,
981,CAPA-2026-0758,헤어에센스 B,기타,하,작업자실수,구매팀,C라인,LOT-20260706-787,자체검사,조현우,2026-07-24,received,2026-07-06,
982,CAPA-2026-0759,쿠션 B,기타,중,설비,생산2팀,B라인,LOT-20260706-508,자체검사,문서현,2026-07-18,received,2026-07-06,
983,CAPA-2026-0760,바디로션 A,포장불량,중,기타,생산2팀,A라인,LOT-20260706-341,내부감사,최유리,2026-07-29,received,2026-07-06,
984,CAPA-2026-0761,마스크팩 A,고객불만,하,설비,물류팀,C라인,LOT-20260706-786,정부기관,정하늘,2026-07-20,received,2026-07-06,
985,CAPA-2026-0762,앰플 B,고객불만,중,기타,생산2팀,A라인,LOT-20260706-755,고객사,박서준,2026-07-29,received,2026-07-06,
986,CAPA-2026-0763,클렌징폼 A,공정이탈,중,표준서미비,품질보증팀,B라인,LOT-20260706-366,고객사,이수민,2026-07-18,received,2026-07-06,
987,CAPA-2026-0764,핸드크림 A,기타,중,원자재,품질보증팀,D라인,LOT-20260706-480,고객사,신예은,2026-07-14,received,2026-07-06,
988,CAPA-2026-0765,바디로션 A,고객불만,중,표준서미비,물류팀,B라인,LOT-20260706-423,정부기관,최유리,2026-07-24,received,2026-07-06,
989,CAPA-2026-0766,쿠션 B,원료불량,중,작업자실수,구매팀,D라인,LOT-20260706-317,고객사,한소율,2026-07-17,received,2026-07-06,
990,CAPA-2026-0767,토너 B,표시오류,중,원자재,품질보증팀,B라인,LOT-20260706-229,고객사,강민준,2026-07-30,received,2026-07-06,
991,CAPA-2026-0768,토너 B,공정이탈,하,표준서미비,물류팀,B라인,LOT-20260706-473,고객사,신예은,2026-07-18,received,2026-07-06,
992,CAPA-2026-0769,블러셔 B,공정이탈,중,기타,생산1팀,A라인,LOT-20260707-554,자체검사,조현우,2026-07-18,received,2026-07-07,
993,CAPA-2026-0770,선크림 A,포장불량,중,협력사,품질보증팀,C라인,LOT-20260707-172,고객사,오도윤,2026-07-29,received,2026-07-07,
994,CAPA-2026-0771,아이섀도 A,공정이탈,하,설비,품질보증팀,D라인,LOT-20260707-661,내부감사,이수민,2026-07-17,received,2026-07-07,
995,CAPA-2026-0772,립밤 B,고객불만,중,표준서미비,구매팀,A라인,LOT-20260707-832,고객사,오도윤,2026-07-23,received,2026-07-07,
996,CAPA-2026-0773,토너 B,기타,하,표준서미비,품질보증팀,C라인,LOT-20260707-311,내부감사,배주안,2026-07-17,received,2026-07-07,
997,CAPA-2026-0774,아이섀도 A,고객불만,중,협력사,품질보증팀,B라인,LOT-20260707-841,자체검사,문서현,2026-07-31,received,2026-07-07,
998,CAPA-2026-0775,토너 A,표시오류,하,원자재,물류팀,C라인,LOT-20260707-012,고객사,정하늘,2026-07-14,received,2026-07-07,
999,CAPA-2026-0776,아이섀도 B,고객불만,상,기타,구매팀,B라인,LOT-20260707-239,고객사,신예은,2026-07-16,received,2026-07-07,
1000,CAPA-2026-0777,마스크팩 B,고객불만,중,협력사,품질보증팀,A라인,LOT-20260707-283,자체검사,정하늘,2026-07-21,received,2026-07-07,
